id,year,county,cause,sex,age_code,N
13629,100,3107,28,1,18,1
13630,100,3107,29,2,19,1
13631,100,3107,29,2,22,1
13632,100,3107,31,2,17,1
13633,100,3107,31,1,18,1
13634,100,3107,31,1,25,1
13635,100,3107,32,2,12,1
13636,100,3107,32,1,12,1
13637,100,3107,32,2,23,1
13638,100,3107,33,2,15,1
13639,100,3107,33,1,15,1
13640,100,3107,33,1,16,1
13641,100,3107,33,1,17,1
13642,100,3107,33,1,18,2
13643,100,3107,33,1,19,2
13644,100,3107,33,2,20,1
13645,100,3107,33,2,21,1
13646,100,3108,1,1,13,1
13647,100,3108,1,1,14,2
13648,100,3108,1,1,15,3
13649,100,3108,1,1,16,2
13650,100,3108,1,1,17,1
13651,100,3108,1,1,18,1
13652,100,3108,1,1,19,1
13653,100,3108,1,1,21,1
13654,100,3108,3,2,21,1
13655,100,3108,4,1,12,1
13656,100,3108,4,1,16,2
13657,100,3108,4,1,19,1
13658,100,3108,5,1,16,1
13659,100,3108,5,2,17,1
13660,100,3108,5,1,17,2
13661,100,3108,5,2,20,1
13662,100,3108,5,2,21,1
13663,100,3108,5,1,22,1
13664,100,3108,7,2,13,1
13665,100,3108,7,1,14,1
13666,100,3108,7,2,16,1
13667,100,3108,7,1,17,1
13668,100,3108,7,2,19,2
13669,100,3108,7,2,20,1
13670,100,3108,7,1,22,1
13671,100,3108,7,2,23,1
13672,100,3108,7,1,23,1
13673,100,3108,8,2,14,1
13674,100,3108,8,1,14,1
13675,100,3108,8,2,15,1
13676,100,3108,8,1,17,4
13677,100,3108,8,1,18,4
13678,100,3108,8,1,20,6
13679,100,3108,8,2,21,3
13680,100,3108,8,1,22,1
13681,100,3108,9,2,19,1
13682,100,3108,9,1,19,1
13683,100,3108,9,1,21,1
13684,100,3108,9,1,22,1
13685,100,3108,10,1,16,1
13686,100,3108,10,1,18,1
13687,100,3108,10,1,23,1
13688,100,3108,12,1,20,1
13689,100,3108,13,2,14,1
13690,100,3108,13,1,14,1
13691,100,3108,13,2,15,1
13692,100,3108,13,1,15,1
13693,100,3108,13,2,18,1
13694,100,3108,13,1,18,1
13695,100,3108,13,1,19,1
13696,100,3108,13,2,20,2
13697,100,3108,13,1,20,3
13698,100,3108,13,2,21,2
13699,100,3108,13,1,21,3
13700,100,3108,13,1,23,1
13701,100,3108,13,1,24,1
13702,100,3108,16,2,21,1
13703,100,3108,18,2,16,1
13704,100,3108,18,1,22,1
13705,100,3108,19,2,15,1
13706,100,3108,19,2,16,1
13707,100,3108,19,2,18,2
13708,100,3108,22,2,14,2
13709,100,3108,22,2,16,1
13710,100,3108,22,2,23,1
13711,100,3108,23,1,20,1
13712,100,3108,23,1,21,1
13713,100,3108,25,1,14,1
13714,100,3108,25,1,19,1
13715,100,3108,26,1,22,1
13716,100,3108,27,2,2,1
13717,100,3108,27,1,17,1
13718,100,3108,31,2,16,1
13719,100,3108,31,1,21,1
13720,100,3108,32,1,20,1
13721,100,3108,33,2,16,1
13722,100,3108,33,1,17,1
13723,100,3108,33,1,19,1
13724,100,3108,33,2,20,1
13725,100,3108,33,1,20,1
13726,100,3108,33,2,21,1
13727,100,3108,33,2,23,1
13728,100,3109,1,1,12,2
13729,100,3109,1,1,15,3
13730,100,3109,1,1,16,2
13731,100,3109,1,1,17,1
13732,100,3109,1,1,18,2
13733,100,3109,1,1,19,1
13734,100,3109,1,1,20,1
13735,100,3109,1,2,21,1
13736,100,3109,1,1,23,1
13737,100,3109,3,2,15,1
13738,100,3109,3,1,17,1
13739,100,3109,3,2,18,1
13740,100,3109,3,1,21,1
13741,100,3109,4,1,15,1
13742,100,3109,4,1,16,1
13743,100,3109,4,1,17,1
13744,100,3109,4,1,18,1
13745,100,3109,4,1,21,2
13746,100,3109,5,1,14,1
13747,100,3109,5,1,17,1
13748,100,3109,5,2,18,1
13749,100,3109,5,1,18,1
13750,100,3109,5,2,19,1
13751,100,3109,5,1,20,2
13752,100,3109,5,1,21,1
13753,100,3109,5,1,22,2
13754,100,3109,5,2,23,1
13755,100,3109,5,1,23,3
13756,100,3109,5,1,24,1
13757,100,3109,6,1,22,1
13758,100,3109,6,2,23,1
13759,100,3109,7,1,13,2
13760,100,3109,7,2,14,1
13761,100,3109,7,1,14,1
13762,100,3109,7,1,16,1
13763,100,3109,7,2,17,2
13764,100,3109,7,2,18,1
13765,100,3109,7,2,19,1
13766,100,3109,7,1,19,3
13767,100,3109,7,2,20,2
13768,100,3109,7,1,20,1
13769,100,3109,7,2,21,1
13770,100,3109,7,1,21,3
13771,100,3109,7,2,22,1
13772,100,3109,7,1,22,3
13773,100,3109,7,2,23,1
13774,100,3109,7,2,24,1
13775,100,3109,7,1,24,1
13776,100,3109,8,1,14,1
13777,100,3109,8,1,15,2
13778,100,3109,8,2,16,1
13779,100,3109,8,1,16,2
13780,100,3109,8,1,17,1
13781,100,3109,8,2,18,1
13782,100,3109,8,1,18,2
13783,100,3109,8,2,19,1
13784,100,3109,8,1,19,3
13785,100,3109,8,2,20,2
13786,100,3109,8,1,20,3
13787,100,3109,8,2,21,5
13788,100,3109,8,1,21,4
13789,100,3109,8,1,22,2
13790,100,3109,8,2,23,1
13791,100,3109,8,1,23,3
13792,100,3109,8,2,24,1
13793,100,3109,8,1,24,1
13794,100,3109,9,2,16,1
13795,100,3109,10,2,18,1
13796,100,3109,10,1,18,1
13797,100,3109,10,1,21,1
13798,100,3109,10,2,22,2
13799,100,3109,12,1,22,1
13800,100,3109,13,2,11,1
13801,100,3109,13,2,14,1
13802,100,3109,13,2,15,1
13803,100,3109,13,1,15,2
13804,100,3109,13,2,16,1
13805,100,3109,13,1,16,1
13806,100,3109,13,2,17,1
13807,100,3109,13,1,17,1
13808,100,3109,13,2,19,1
13809,100,3109,13,1,19,2
13810,100,3109,13,1,20,3
13811,100,3109,13,2,21,1
13812,100,3109,13,1,21,7
13813,100,3109,13,1,23,3
13814,100,3109,13,2,24,2
13815,100,3109,17,2,20,1
13816,100,3109,19,2,14,1
13817,100,3109,19,2,15,2
13818,100,3109,19,2,16,2
13819,100,3109,19,2,17,1
13820,100,3109,19,2,18,1
13821,100,3109,19,2,21,1
13822,100,3109,20,2,20,1
13823,100,3109,20,2,21,1
13824,100,3109,20,2,23,1
13825,100,3109,20,2,24,1
13826,100,3109,23,1,21,1
13827,100,3109,23,1,22,2
13828,100,3109,23,1,23,1
13829,100,3109,23,1,24,1
13830,100,3109,23,1,25,1
13831,100,3109,24,1,12,1
13832,100,3109,25,1,16,1
13833,100,3109,25,1,22,1
13834,100,3109,26,2,23,1
13835,100,3109,27,2,21,1
13836,100,3109,31,1,13,1
13837,100,3109,31,1,15,1
13838,100,3109,31,2,17,1
13839,100,3109,31,1,19,1
13840,100,3109,31,2,20,1
13841,100,3109,31,1,21,1
13842,100,3109,31,2,22,1
13843,100,3109,32,1,20,2
13844,100,3109,33,2,14,1
13845,100,3109,33,2,16,1
13846,100,3109,33,1,16,1
13847,100,3109,33,1,17,1
13848,100,3109,33,2,22,1
13849,100,3109,33,1,22,1
13850,100,3109,33,1,23,1
13851,100,3110,1,1,15,2
13852,100,3110,1,1,16,1
13853,100,3110,1,1,17,2
13854,100,3110,1,1,19,1
13855,100,3110,2,1,15,1
13856,100,3110,3,2,14,1
13857,100,3110,3,1,14,1
13858,100,3110,3,1,16,1
13859,100,3110,4,1,15,1
13860,100,3110,4,1,16,1
13861,100,3110,4,1,17,1
13862,100,3110,4,1,18,5
13863,100,3110,4,1,20,1
13864,100,3110,5,2,12,1
13865,100,3110,5,1,13,2
13866,100,3110,5,2,15,1
13867,100,3110,5,1,15,1
13868,100,3110,5,2,18,1
13869,100,3110,5,1,18,1
13870,100,3110,5,1,19,2
13871,100,3110,5,1,20,1
13872,100,3110,5,1,21,1
13873,100,3110,5,1,23,2
13874,100,3110,6,1,17,1
13875,100,3110,7,1,13,1
13876,100,3110,7,1,14,1
13877,100,3110,7,2,16,2
13878,100,3110,7,1,16,1
13879,100,3110,7,2,17,1
13880,100,3110,7,1,17,3
13881,100,3110,7,1,18,3
13882,100,3110,7,1,19,1
13883,100,3110,7,2,20,1
13884,100,3110,7,2,21,2
13885,100,3110,7,1,21,3
13886,100,3110,7,2,22,3
13887,100,3110,7,1,22,3
13888,100,3110,7,2,23,1
13889,100,3110,7,1,23,3
13890,100,3110,8,1,13,1
13891,100,3110,8,1,14,1
13892,100,3110,8,1,15,1
13893,100,3110,8,1,16,2
13894,100,3110,8,2,17,1
13895,100,3110,8,1,17,3
13896,100,3110,8,1,18,1
13897,100,3110,8,2,19,1
13898,100,3110,8,1,19,4
13899,100,3110,8,2,20,2
13900,100,3110,8,1,20,4
13901,100,3110,8,2,21,1
13902,100,3110,8,1,21,1
13903,100,3110,8,2,22,1
13904,100,3110,8,1,24,1
13905,100,3110,8,1,25,1
13906,100,3110,9,1,21,1
13907,100,3110,9,2,22,1
13908,100,3110,9,1,24,1
13909,100,3110,10,1,15,1
13910,100,3110,10,2,16,1
13911,100,3110,10,1,16,1
13912,100,3110,10,2,17,1
13913,100,3110,10,2,18,1
13914,100,3110,10,1,18,4
13915,100,3110,10,2,19,3
13916,100,3110,10,1,20,1
13917,100,3110,10,1,21,1
13918,100,3110,10,2,22,1
13919,100,3110,10,1,22,1
13920,100,3110,10,1,23,1
13921,100,3110,11,1,20,1
13922,100,3110,12,1,23,1
13923,100,3110,13,1,11,1
13924,100,3110,13,2,13,1
13925,100,3110,13,2,15,2
13926,100,3110,13,1,15,1
13927,100,3110,13,2,16,3
13928,100,3110,13,1,16,1
13929,100,3110,13,2,18,1
13930,100,3110,13,1,18,1
13931,100,3110,13,2,19,1
13932,100,3110,13,1,19,5
13933,100,3110,13,2,20,3
13934,100,3110,13,1,20,7
13935,100,3110,13,2,21,1
13936,100,3110,13,1,21,2
13937,100,3110,13,2,22,3
13938,100,3110,13,1,22,6
13939,100,3110,13,2,23,2
13940,100,3110,13,1,23,1
13941,100,3110,13,2,24,1
13942,100,3110,13,1,24,1
13943,100,3110,17,1,20,1
13944,100,3110,18,2,14,1
13945,100,3110,18,1,20,1
13946,100,3110,19,2,14,4
13947,100,3110,19,2,15,3
13948,100,3110,19,2,19,1
13949,100,3110,19,2,21,1
13950,100,3110,19,2,22,1
13951,100,3110,20,2,12,1
13952,100,3110,20,2,16,1
13953,100,3110,20,2,17,1
13954,100,3110,20,2,19,1
13955,100,3110,20,2,20,2
13956,100,3110,21,2,15,1
13957,100,3110,21,2,17,1
13958,100,3110,21,2,19,1
13959,100,3110,22,2,23,1
13960,100,3110,23,1,19,1
13961,100,3110,23,1,22,4
13962,100,3110,23,1,24,1
13963,100,3110,26,1,19,1
13964,100,3110,26,1,23,1
13965,100,3110,27,1,8,1
13966,100,3110,27,1,13,1
13967,100,3110,27,2,14,1
13968,100,3110,27,2,16,1
13969,100,3110,27,1,16,1
13970,100,3110,27,1,19,1
13971,100,3110,27,2,22,1
13972,100,3110,30,2,8,1
13973,100,3110,31,2,14,1
13974,100,3110,31,1,14,1
13975,100,3110,31,1,19,1
13976,100,3110,31,1,22,1
13977,100,3110,31,2,24,1
13978,100,3110,32,1,15,1
13979,100,3110,32,2,17,1
13980,100,3110,32,1,19,2
13981,100,3110,32,2,22,2
13982,100,3110,32,2,23,1
13983,100,3110,32,1,23,1
13984,100,3110,32,1,25,1
13985,100,3110,33,1,16,1
13986,100,3110,33,1,18,3
13987,100,3110,33,1,19,1
13988,100,3110,33,2,20,3
13989,100,3110,33,1,21,1
13990,100,3110,33,2,22,3
13991,100,3111,1,1,13,2
13992,100,3111,1,1,15,3
13993,100,3111,1,1,16,1
13994,100,3111,1,1,17,3
13995,100,3111,1,1,18,3
13996,100,3111,3,1,16,1
13997,100,3111,3,2,18,2
13998,100,3111,3,1,18,1
13999,100,3111,3,2,19,1
14000,100,3111,3,2,21,1
14001,100,3111,4,1,12,1
14002,100,3111,4,1,15,2
14003,100,3111,4,1,16,2
14004,100,3111,4,1,17,3
14005,100,3111,4,1,19,1
14006,100,3111,4,1,20,1
14007,100,3111,5,2,15,1
14008,100,3111,5,2,16,1
14009,100,3111,5,2,17,2
14010,100,3111,5,1,17,1
14011,100,3111,5,1,18,1
14012,100,3111,5,2,19,1
14013,100,3111,5,1,20,1
14014,100,3111,5,1,21,4
14015,100,3111,7,2,13,1
14016,100,3111,7,1,13,1
14017,100,3111,7,1,15,2
14018,100,3111,7,2,16,1
14019,100,3111,7,1,16,1
14020,100,3111,7,2,17,1
14021,100,3111,7,1,17,2
14022,100,3111,7,2,18,4
14023,100,3111,7,1,18,1
14024,100,3111,7,1,19,2
14025,100,3111,7,1,20,5
14026,100,3111,7,1,21,3
14027,100,3111,7,2,22,3
14028,100,3111,7,1,22,2
14029,100,3111,7,2,23,2
14030,100,3111,7,1,23,2
14031,100,3111,8,1,12,2
14032,100,3111,8,1,13,1
14033,100,3111,8,1,15,3
14034,100,3111,8,1,16,4
14035,100,3111,8,1,17,3
14036,100,3111,8,2,18,2
14037,100,3111,8,1,18,3
14038,100,3111,8,2,19,2
14039,100,3111,8,1,19,3
14040,100,3111,8,2,20,2
14041,100,3111,8,1,20,9
14042,100,3111,8,2,21,3
14043,100,3111,8,1,21,5
14044,100,3111,8,2,22,2
14045,100,3111,8,1,22,3
14046,100,3111,8,1,23,1
14047,100,3111,8,1,24,1
14048,100,3111,9,2,19,1
14049,100,3111,10,1,15,1
14050,100,3111,10,1,16,3
14051,100,3111,10,1,17,2
14052,100,3111,10,2,20,2
14053,100,3111,10,1,22,1
14054,100,3111,10,1,23,1
14055,100,3111,13,2,12,1
14056,100,3111,13,1,14,2
14057,100,3111,13,1,15,1
14058,100,3111,13,1,16,2
14059,100,3111,13,1,17,7
14060,100,3111,13,2,18,5
14061,100,3111,13,1,18,5
14062,100,3111,13,2,19,2
14063,100,3111,13,1,19,3
14064,100,3111,13,2,20,3
14065,100,3111,13,1,20,7
14066,100,3111,13,2,21,3
14067,100,3111,13,1,21,7
14068,100,3111,13,2,22,1
14069,100,3111,13,1,22,8
14070,100,3111,13,2,23,1
14071,100,3111,13,1,23,2
14072,100,3111,13,2,24,1
14073,100,3111,13,1,24,3
14074,100,3111,15,1,11,1
14075,100,3111,15,1,13,1
14076,100,3111,15,1,18,1
14077,100,3111,17,2,15,1
14078,100,3111,18,2,20,1
14079,100,3111,19,2,13,1
14080,100,3111,19,2,14,1
14081,100,3111,19,2,15,3
14082,100,3111,19,2,16,1
14083,100,3111,19,2,17,6
14084,100,3111,19,2,18,3
14085,100,3111,19,2,19,2
14086,100,3111,20,2,16,1
14087,100,3111,20,2,17,3
14088,100,3111,20,2,18,1
14089,100,3111,20,2,22,1
14090,100,3111,21,2,15,1
14091,100,3111,21,2,17,1
14092,100,3111,22,2,14,1
14093,100,3111,22,2,15,1
14094,100,3111,22,2,16,2
14095,100,3111,22,2,17,1
14096,100,3111,22,2,19,3
14097,100,3111,22,2,20,1
14098,100,3111,22,2,21,1
14099,100,3111,22,2,24,1
14100,100,3111,23,1,19,1
14101,100,3111,23,1,20,1
14102,100,3111,23,1,21,1
14103,100,3111,23,1,22,2
14104,100,3111,23,1,23,5
14105,100,3111,23,1,24,1
14106,100,3111,25,2,16,1
14107,100,3111,25,1,17,1
14108,100,3111,25,1,18,1
14109,100,3111,25,2,20,2
14110,100,3111,25,2,21,1
14111,100,3111,26,1,17,1
14112,100,3111,26,2,18,1
14113,100,3111,27,2,15,1
14114,100,3111,27,1,15,1
14115,100,3111,27,1,16,1
14116,100,3111,27,2,18,2
14117,100,3111,29,1,23,1
14118,100,3111,31,2,16,1
14119,100,3111,31,1,16,1
14120,100,3111,31,2,18,1
14121,100,3111,31,1,18,1
14122,100,3111,31,1,19,1
14123,100,3111,31,2,22,1
14124,100,3111,31,1,23,1
14125,100,3111,31,2,24,1
14126,100,3111,32,1,8,1
14127,100,3111,32,2,9,1
14128,100,3111,32,1,15,1
14129,100,3111,32,2,18,1
14130,100,3111,32,1,18,1
14131,100,3111,32,1,19,1
14132,100,3111,32,2,20,1
14133,100,3111,33,2,15,1
14134,100,3111,33,1,15,1
14135,100,3111,33,2,16,1
14136,100,3111,33,1,16,1
14137,100,3111,33,2,19,1
14138,100,3111,33,2,20,2
14139,100,3111,33,1,21,1
14140,100,3111,33,2,22,1
14141,100,3111,33,2,23,1
14142,100,3112,1,1,15,2
14143,100,3112,1,1,16,3
14144,100,3112,1,1,19,1
14145,100,3112,4,1,18,2
14146,100,3112,4,1,21,2
14147,100,3112,5,1,16,1
14148,100,3112,5,1,17,2
14149,100,3112,5,1,20,1
14150,100,3112,5,1,21,1
14151,100,3112,5,1,22,1
14152,100,3112,7,1,16,1
14153,100,3112,7,2,17,1
14154,100,3112,7,1,20,2
14155,100,3112,7,2,21,4
14156,100,3112,7,1,22,2
14157,100,3112,7,2,23,2
14158,100,3112,8,1,14,1
14159,100,3112,8,1,16,2
14160,100,3112,8,1,17,1
14161,100,3112,8,1,18,1
14162,100,3112,8,1,19,1
14163,100,3112,8,2,20,1
14164,100,3112,8,1,20,3
14165,100,3112,8,2,21,2
14166,100,3112,8,1,21,2
14167,100,3112,8,2,22,2
14168,100,3112,8,1,22,1
14169,100,3112,8,1,23,1
14170,100,3112,8,2,24,1
14171,100,3112,9,2,18,1
14172,100,3112,9,1,20,1
14173,100,3112,10,1,16,1
14174,100,3112,10,2,21,1
14175,100,3112,10,1,21,1
14176,100,3112,10,1,22,1
14177,100,3112,10,2,23,1
14178,100,3112,13,2,14,1
14179,100,3112,13,1,16,1
14180,100,3112,13,1,17,1
14181,100,3112,13,1,18,3
14182,100,3112,13,2,19,1
14183,100,3112,13,1,19,1
14184,100,3112,13,2,20,3
14185,100,3112,13,1,20,4
14186,100,3112,13,2,21,1
14187,100,3112,13,1,21,4
14188,100,3112,13,1,22,5
14189,100,3112,13,2,24,1
14190,100,3112,13,1,24,1
14191,100,3112,17,2,17,1
14192,100,3112,17,2,21,1
14193,100,3112,19,2,15,1
14194,100,3112,19,2,20,1
14195,100,3112,19,2,21,1
14196,100,3112,20,2,21,1
14197,100,3112,22,2,17,1
14198,100,3112,22,2,19,1
14199,100,3112,23,1,21,1
14200,100,3112,23,1,22,1
14201,100,3112,23,1,23,1
14202,100,3112,26,1,16,1
14203,100,3112,26,1,22,1
14204,100,3112,27,2,19,1
14205,100,3112,29,1,22,1
14206,100,3112,31,2,17,1
14207,100,3112,31,1,18,1
14208,100,3112,31,1,22,1
14209,100,3112,33,1,22,2
14210,100,3112,33,2,23,1
14211,100,3113,1,1,13,1
14212,100,3113,1,1,14,1
14213,100,3113,1,1,16,5
14214,100,3113,1,1,17,2
14215,100,3113,1,1,18,1
14216,100,3113,1,1,19,3
14217,100,3113,1,2,21,1
14218,100,3113,1,1,22,2
14219,100,3113,3,2,14,1
14220,100,3113,3,1,14,1
14221,100,3113,3,2,15,1
14222,100,3113,3,1,15,1
14223,100,3113,3,1,16,2
14224,100,3113,3,2,17,1
14225,100,3113,3,1,17,3
14226,100,3113,3,1,20,1
14227,100,3113,4,1,14,1
14228,100,3113,4,1,15,2
14229,100,3113,4,1,16,2
14230,100,3113,4,1,17,5
14231,100,3113,4,1,18,1
14232,100,3113,4,2,20,1
14233,100,3113,4,1,20,1
14234,100,3113,4,2,21,1
14235,100,3113,5,1,13,1
14236,100,3113,5,1,14,1
14237,100,3113,5,2,16,1
14238,100,3113,5,1,17,1
14239,100,3113,5,1,19,2
14240,100,3113,5,1,22,2
14241,100,3113,5,1,23,1
14242,100,3113,5,1,24,1
14243,100,3113,6,2,23,1
14244,100,3113,7,1,13,1
14245,100,3113,7,2,14,2
14246,100,3113,7,2,15,1
14247,100,3113,7,2,16,1
14248,100,3113,7,1,16,1
14249,100,3113,7,2,17,2
14250,100,3113,7,1,17,1
14251,100,3113,7,2,18,2
14252,100,3113,7,1,18,3
14253,100,3113,7,1,19,2
14254,100,3113,7,1,20,3
14255,100,3113,7,2,21,2
14256,100,3113,7,1,21,3
14257,100,3113,7,2,22,1
14258,100,3113,7,1,22,3
14259,100,3113,7,2,23,1
14260,100,3113,7,1,24,2
14261,100,3113,7,1,25,1
14262,100,3113,8,1,13,1
14263,100,3113,8,2,15,1
14264,100,3113,8,1,15,3
14265,100,3113,8,2,16,1
14266,100,3113,8,1,16,4
14267,100,3113,8,2,17,1
14268,100,3113,8,1,17,8
14269,100,3113,8,2,18,1
14270,100,3113,8,1,18,5
14271,100,3113,8,1,19,1
14272,100,3113,8,2,20,5
14273,100,3113,8,1,20,2
14274,100,3113,8,2,21,1
14275,100,3113,8,1,21,3
14276,100,3113,8,2,22,3
14277,100,3113,8,1,22,2
14278,100,3113,8,2,23,1
14279,100,3113,8,1,23,3
14280,100,3113,8,2,24,1
14281,100,3113,8,2,25,1
14282,100,3113,9,1,14,1
14283,100,3113,9,1,16,1
14284,100,3113,9,1,17,2
14285,100,3113,9,2,18,1
14286,100,3113,9,1,18,1
14287,100,3113,9,2,20,1
14288,100,3113,10,2,16,1
14289,100,3113,10,2,17,1
14290,100,3113,10,1,17,1
14291,100,3113,10,2,18,1
14292,100,3113,10,1,18,2
14293,100,3113,10,1,19,1
14294,100,3113,10,2,20,1
14295,100,3113,10,1,20,2
14296,100,3113,10,1,21,1
14297,100,3113,10,2,22,1
14298,100,3113,10,1,22,2
14299,100,3113,13,1,15,2
14300,100,3113,13,2,16,1
14301,100,3113,13,1,16,5
14302,100,3113,13,2,17,3
14303,100,3113,13,1,17,10
14304,100,3113,13,2,18,5
14305,100,3113,13,1,18,5
14306,100,3113,13,2,19,1
14307,100,3113,13,1,19,7
14308,100,3113,13,2,20,3
14309,100,3113,13,1,20,2
14310,100,3113,13,2,21,2
14311,100,3113,13,1,21,6
14312,100,3113,13,2,22,1
14313,100,3113,13,1,22,4
14314,100,3113,13,1,23,4
14315,100,3113,13,1,24,1
14316,100,3113,15,1,11,1
14317,100,3113,18,2,16,1
14318,100,3113,18,1,17,1
14319,100,3113,18,1,18,1
14320,100,3113,18,2,21,1
14321,100,3113,19,2,13,1
14322,100,3113,19,2,14,3
14323,100,3113,19,2,15,3
14324,100,3113,19,2,16,6
14325,100,3113,19,2,17,1
14326,100,3113,19,2,18,3
14327,100,3113,19,2,20,4
14328,100,3113,20,2,14,1
14329,100,3113,20,2,16,1
14330,100,3113,20,2,17,1
14331,100,3113,20,2,18,1
14332,100,3113,20,2,19,1
14333,100,3113,20,2,20,1
14334,100,3113,21,2,14,1
14335,100,3113,23,1,19,1
14336,100,3113,23,1,20,1
14337,100,3113,23,1,22,3
14338,100,3113,23,1,23,1
14339,100,3113,25,1,17,1
14340,100,3113,25,1,18,1
14341,100,3113,25,2,21,1
14342,100,3113,26,1,21,1
14343,100,3113,26,1,22,1
14344,100,3113,27,1,14,1
14345,100,3113,27,2,16,2
14346,100,3113,27,1,17,1
14347,100,3113,27,2,18,1
14348,100,3113,27,1,18,1
14349,100,3113,27,1,20,1
14350,100,3113,28,2,11,1
14351,100,3113,31,1,15,1
14352,100,3113,31,1,17,1
14353,100,3113,31,1,20,2
14354,100,3113,31,1,22,1
14355,100,3113,32,2,5,1
14356,100,3113,32,1,16,1
14357,100,3113,32,1,17,1
14358,100,3113,32,2,18,1
14359,100,3113,32,2,19,1
14360,100,3113,32,1,22,2
14361,100,3113,32,1,23,1
14362,100,3113,33,1,13,1
14363,100,3113,33,2,14,1
14364,100,3113,33,2,16,3
14365,100,3113,33,1,16,1
14366,100,3113,33,2,17,1
14367,100,3113,33,2,18,1
14368,100,3113,33,1,18,3
14369,100,3113,33,2,19,1
14370,100,3113,33,1,20,1
14371,100,3113,33,2,21,1
14372,100,3113,33,1,22,2
14373,100,3113,33,1,23,1
14374,100,3114,1,1,13,1
14375,100,3114,1,1,14,1
14376,100,3114,1,1,15,1
14377,100,3114,1,1,17,2
14378,100,3114,1,1,18,3
14379,100,3114,1,1,19,2
14380,100,3114,2,1,17,1
14381,100,3114,3,1,15,1
14382,100,3114,3,1,16,2
14383,100,3114,4,1,15,1
14384,100,3114,4,1,16,3
14385,100,3114,4,1,17,1
14386,100,3114,4,1,18,1
14387,100,3114,4,1,19,1
14388,100,3114,4,1,20,1
14389,100,3114,4,1,22,1
14390,100,3114,5,1,16,1
14391,100,3114,5,1,17,1
14392,100,3114,5,1,18,2
14393,100,3114,5,2,19,2
14394,100,3114,5,2,20,2
14395,100,3114,5,1,20,1
14396,100,3114,5,1,21,1
14397,100,3114,5,2,25,1
14398,100,3114,7,1,9,1
14399,100,3114,7,1,12,1
14400,100,3114,7,2,15,2
14401,100,3114,7,2,16,3
14402,100,3114,7,1,16,1
14403,100,3114,7,2,17,1
14404,100,3114,7,1,17,3
14405,100,3114,7,2,18,3
14406,100,3114,7,1,18,4
14407,100,3114,7,1,19,5
14408,100,3114,7,1,20,3
14409,100,3114,7,2,21,2
14410,100,3114,7,2,22,3
14411,100,3114,7,1,22,2
14412,100,3114,7,2,24,1
14413,100,3114,7,1,24,2
14414,100,3114,8,1,11,1
14415,100,3114,8,1,14,1
14416,100,3114,8,1,15,1
14417,100,3114,8,2,16,2
14418,100,3114,8,1,16,3
14419,100,3114,8,2,17,1
14420,100,3114,8,1,17,8
14421,100,3114,8,1,18,4
14422,100,3114,8,2,19,1
14423,100,3114,8,1,19,6
14424,100,3114,8,2,20,2
14425,100,3114,8,1,20,3
14426,100,3114,8,2,21,1
14427,100,3114,8,1,21,2
14428,100,3114,8,2,24,1
14429,100,3114,9,1,15,1
14430,100,3114,9,2,18,1
14431,100,3114,9,1,18,1
14432,100,3114,10,1,15,1
14433,100,3114,10,2,16,2
14434,100,3114,10,1,17,1
14435,100,3114,10,2,18,1
14436,100,3114,10,1,18,2
14437,100,3114,10,2,20,2
14438,100,3114,10,2,21,1
14439,100,3114,10,2,22,1
14440,100,3114,13,2,14,1
14441,100,3114,13,1,14,1
14442,100,3114,13,2,15,3
14443,100,3114,13,1,15,2
14444,100,3114,13,1,16,2
14445,100,3114,13,1,17,5
14446,100,3114,13,2,18,2
14447,100,3114,13,1,18,4
14448,100,3114,13,2,19,1
14449,100,3114,13,1,19,2
14450,100,3114,13,2,20,3
14451,100,3114,13,1,20,7
14452,100,3114,13,2,21,1
14453,100,3114,13,1,21,4
14454,100,3114,13,1,22,1
14455,100,3114,13,1,23,3
14456,100,3114,14,2,15,1
14457,100,3114,18,1,8,1
14458,100,3114,18,1,13,1
14459,100,3114,18,2,21,1
14460,100,3114,19,2,14,1
14461,100,3114,19,2,16,3
14462,100,3114,19,2,18,2
14463,100,3114,19,2,19,1
14464,100,3114,20,2,22,1
14465,100,3114,21,2,17,3
14466,100,3114,21,2,19,1
14467,100,3114,22,2,15,1
14468,100,3114,22,2,16,1
14469,100,3114,22,2,17,1
14470,100,3114,22,2,21,1
14471,100,3114,22,2,23,1
14472,100,3114,23,1,19,1
14473,100,3114,23,1,22,1
14474,100,3114,25,1,10,1
14475,100,3114,25,2,19,1
14476,100,3114,26,1,20,1
14477,100,3114,27,1,12,1
14478,100,3114,27,1,15,1
14479,100,3114,27,2,16,1
14480,100,3114,27,1,16,1
14481,100,3114,27,2,17,1
14482,100,3114,27,2,18,1
14483,100,3114,27,2,19,1
14484,100,3114,27,2,21,1
14485,100,3114,28,1,11,1
14486,100,3114,29,2,18,1
14487,100,3114,29,1,18,1
14488,100,3114,31,2,20,2
14489,100,3114,31,1,21,1
14490,100,3114,31,1,23,1
14491,100,3114,32,2,8,1
14492,100,3114,32,1,13,1
14493,100,3114,32,1,14,2
14494,100,3114,32,1,22,1
14495,100,3114,33,2,15,1
14496,100,3114,33,2,16,1
14497,100,3114,33,1,16,2
14498,100,3114,33,1,17,1
14499,100,3114,33,2,18,1
14500,100,3114,33,1,18,2
14501,100,3114,33,2,19,1
